guid,species,state_prov,county,parts,sex,dec_lat,dec_long,has_tissues
MVZ:Mamm:107990,Antrozous pallidus,California,Monterey County,"skin, study; skull",female,36.374091,-121.328347,0
MVZ:Mamm:106194,Myotis californicus,California,Yolo County,"skin, study; skull",female,38.8920093,-122.2419815,0
MVZ:Mamm:141202,Myotis californicus,California,Monterey County,"skin, study; skull",female,36.3785577374,-121.5566662111,0
MVZ:Mamm:112353,Corynorhinus townsendii,California,Siskiyou County,"skin, study; skull",male,41.7032758,-121.5144432,0
MVZ:Mamm:112354,Corynorhinus townsendii,California,Siskiyou County,"skin, study; skull",female,41.7032758,-121.5144432,0
MVZ:Mamm:34472,Eptesicus fuscus,California,Tehama County,"skin, study; skull",female,40.0225,-122.1268,0
MVZ:Mamm:225428,Myotis californicus,California,Alameda County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.8209957,-122.2269192,1
MVZ:Mamm:238911,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.257179,-117.192067,1
MVZ:Mamm:33505,Myotis californicus,California,San Diego County,whole organism (ethanol),unknown,33.25658,-116.374305,0
MVZ:Mamm:107886,Myotis evotis,California,Monterey County,"skin, study; skull",female,36.231369,-120.788197,0
MVZ:Mamm:101913,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:174703,Myotis evotis,California,Yolo County,whole organism (ethanol),female,38.8277798,-122.1928581,0
MVZ:Mamm:174673,Eptesicus fuscus,California,Yolo County,whole organism (ethanol),female,38.8277798,-122.1928581,0
MVZ:Mamm:174668,Eptesicus fuscus,California,Yolo County,whole organism (ethanol),female,38.8277798,-122.1928581,0
MVZ:Mamm:174704,Myotis evotis,California,Yolo County,whole organism (ethanol),female,38.8277798,-122.1928581,0
MVZ:Mamm:101906,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:239320,Tadarida brasiliensis,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.8666867,-117.2216447,1
MVZ:Mamm:102238,Antrozous pallidus,California,Alameda County,"skin, study; skull",male,37.6259,-121.6756,0
MVZ:Mamm:184758,Antrozous pallidus,California,Alameda County,,unknown,37.8697904,-122.2715302,0
MVZ:Mamm:18491,Myotis californicus,California,Contra Costa County,"skin, study; skull",unknown,37.8785684,-122.0866552,0
MVZ:Mamm:34473,Eptesicus fuscus,California,Tehama County,"skin, study; skull",female,40.0225,-122.1268,0
MVZ:Mamm:106193,Myotis californicus,California,Yolo County,"skin, study; skull",female,38.8920093,-122.2419815,0
MVZ:Mamm:101933,Lasiurus cinereus,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:238588,Lasiurus cinereus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.06333,-117.65,1
MVZ:Mamm:239078,Myotis yumanensis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.06333,-117.65,1
MVZ:Mamm:238790,Lasiurus xanthinus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.10639,-117.36944,1
MVZ:Mamm:238960,Myotis ciliolabrum,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.8411689,-117.5898003,1
MVZ:Mamm:101912,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101914,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:186310,Lasiurus xanthinus,California,San Bernardino County,whole organism (ethanol),male,34.056,-117.182,0
MVZ:Mamm:35434,Tadarida brasiliensis,Baja California,,"skin, study; skull",female,30.9667,-116.1,0
MVZ:Mamm:35933,Tadarida brasiliensis,Baja California,,whole organism (ethanol),unknown,30.9667,-116.1,0
MVZ:Mamm:35433,Tadarida brasiliensis,Baja California,,"skin, study; skull",female,30.9667,-116.1,0
MVZ:Mamm:110102,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.5666667,-109.65,0
MVZ:Mamm:110673,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",male,23.803333,-110.1063889,0
MVZ:Mamm:181909,Lasiurus xanthinus,California,Riverside County,skeleton; skull,male,33.83,-116.544,0
MVZ:Mamm:228419,Myotis ciliolabrum,California,Tuolumne County,skeleton; skull; tissue (frozen),male,37.818195,-120.020422,1
MVZ:Mamm:182362,Eptesicus fuscus,California,Butte County,skeleton; skull,female,39.7595,-121.6066667,0
MVZ:Mamm:182438,Myotis californicus,California,Butte County,skeleton; skull,male,39.7595,-121.6066667,0
MVZ:Mamm:5173,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,34.17167,-116.82944,0
MVZ:Mamm:19093,Tadarida brasiliensis,California,Contra Costa County,"skin, study; skull",male,37.9733762,-121.994205,0
MVZ:Mamm:110696,Antrozous pallidus,Baja California Sur,,"skin, study; skull",male,23.5525,-109.7152778,0
MVZ:Mamm:106002,Antrozous pallidus,California,San Diego County,"skin, study; skull",male,32.624447,-116.474206,0
MVZ:Mamm:238752,Lasiurus frantzii,California,Placer County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.824161,-121.2615016,2
MVZ:Mamm:225447,Myotis californicus,California,Santa Cruz County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.021606,-122.009787,1
MVZ:Mamm:225617,Tadarida brasiliensis,California,Mendocino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.1921778,-123.2075349,1
MVZ:Mamm:6700,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",male,34.132612,-117.852357,0
MVZ:Mamm:5244,Antrozous pallidus,California,Los Angeles County,"skin, study; skull",female,34.132612,-117.852357,0
MVZ:Mamm:110560,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,25.7666667,-112.0333333,0
MVZ:Mamm:71691,Tadarida brasiliensis,California,Yolo County,"skin, study; skull",male,38.5487138,-121.7250593,0
MVZ:Mamm:238891,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.03361,-117.04222,1
MVZ:Mamm:5250,Antrozous pallidus,California,Los Angeles County,"glans penis (cleared; stained); skin, study; skull",male,34.132612,-117.852357,0
MVZ:Mamm:5189,Antrozous pallidus,California,Los Angeles County,"skin, study; skull",female,34.132612,-117.852357,0
MVZ:Mamm:6924,Antrozous pallidus,California,Los Angeles County,"skin, study; skull",female,34.132612,-117.852357,0
MVZ:Mamm:5251,Antrozous pallidus,California,Los Angeles County,"glans penis (cleared; stained); skin, study; skull",male,34.132612,-117.852357,0
MVZ:Mamm:71694,Tadarida brasiliensis,California,Yolo County,"skin, study; skull",male,38.5487138,-121.7250593,0
MVZ:Mamm:122814,Macrotus californicus,California,Imperial County,"skin, study",female,32.8978,-114.7915,0
MVZ:Mamm:181869,Lasiurus xanthinus,California,Imperial County,whole organism (ethanol),female,32.7917,-115.5617,0
MVZ:Mamm:59626,Myotis volans,California,Sonoma County,"skin, study; skull",male,38.5191733,-122.60133,0
MVZ:Mamm:146544,Myotis thysanodes,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skin, study; skull",male,38.0407285,-122.8053196,0
MVZ:Mamm:146571,Myotis thysanodes,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skin, study; skull",female,38.0407285,-122.8053196,0
MVZ:Mamm:146578,Antrozous pallidus,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skin, study; skull",female,38.0407285,-122.8053196,0
MVZ:Mamm:47329,Myotis thysanodes,California,Kern County,"skin, study; skull",male,35.0260994,-118.74526,0
MVZ:Mamm:110724,Antrozous pallidus,Baja California Sur,,"skin, study; skull",male,23.5525,-109.7152778,0
MVZ:Mamm:225506,Myotis yumanensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.523132,-122.199955,1
MVZ:Mamm:106783,Myotis lucifugus,California,Lake County,"skin, study; skull",female,39.0924534,-122.7945718,0
MVZ:Mamm:239120,Myotis yumanensis,California,San Diego County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,33.0178638,-116.8375776,1
MVZ:Mamm:107887,Myotis evotis,California,Monterey County,"skin, study",female,36.231369,-120.788197,0
MVZ:Mamm:90573,Antrozous pallidus,California,Marin County,"skin, study; skull",male,38.095,-122.7847,0
MVZ:Mamm:90575,Antrozous pallidus,California,Marin County,"skin, study; skull",female,38.095,-122.7847,0
MVZ:Mamm:228974,Antrozous pallidus,California,Contra Costa County,skeleton; skull; tissue (frozen),male ?,37.646879,-121.913645,1
MVZ:Mamm:181928,Lasiurus xanthinus,California,San Bernardino County,skeleton; skull,male,34.12833,-117.20778,0
MVZ:Mamm:148644,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148639,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148650,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148641,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148651,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:174739,Corynorhinus townsendii,California,Stanislaus County,whole organism (ethanol),male,37.6661,-120.469857,0
MVZ:Mamm:182500,Lasiurus frantzii,California,Santa Clara County,skeleton; skull,female,37.310993,-121.86749,0
MVZ:Mamm:105935,Myotis californicus,California,San Diego County,"skin, study; skull",male,32.97567,-116.35017,0
MVZ:Mamm:148646,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148645,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148640,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148648,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:31241,Lasiurus cinereus,California,Santa Cruz County,whole organism (ethanol),unknown,37.0493535,-122.0542991,0
MVZ:Mamm:33548,Macrotus californicus,California,Riverside County,whole organism (ethanol),unknown,33.4306839,-115.186918,0
MVZ:Mamm:160105,Antrozous pallidus,California,Napa County,skeleton; skull; tissue (frozen),unknown,38.3053644,-122.292116,1
MVZ:Mamm:225577,Tadarida brasiliensis,California,Alameda County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.7753593,-122.275436,1
MVZ:Mamm:6673,Myotis californicus,California,Santa Barbara County,"skin, study; skull",female,34.014116,-119.7218356,0
MVZ:Mamm:6940,Myotis californicus,California,Santa Barbara County,"skin, study; skull",female,34.014116,-119.7218356,0
MVZ:Mamm:183217,Lasiurus cinereus,California,Yolo County,whole organism (ethanol),female,38.5437737,-121.7458216,0
MVZ:Mamm:108045,Tadarida brasiliensis,California,Monterey County,"skin, study; skull",female,36.686913,-121.659877,0
MVZ:Mamm:238610,Antrozous pallidus,California,Los Angeles County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.1460223,-118.7694248,1
MVZ:Mamm:101905,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:238906,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.257179,-117.192067,1
MVZ:Mamm:225435,Myotis californicus,California,Mendocino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.1300414,-123.7156576,1
MVZ:Mamm:225358,Eptesicus fuscus,California,Colusa County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.2134848,-122.0052672,1
MVZ:Mamm:183621,Corynorhinus townsendii,California,Sonoma County,"skin, study",female,38.5803538,-122.8372918,0
MVZ:Mamm:182493,Lasionycteris noctivagans,California,Butte County,whole organism (ethanol),male,39.5136667,-121.5563333,0
MVZ:Mamm:182494,Lasiurus frantzii,California,Butte County,whole organism (ethanol),unknown,39.7285,-121.8373333,0
MVZ:Mamm:106701,Myotis yumanensis,California,Imperial County,skull,male,32.8978,-114.7915,0
MVZ:Mamm:19006,Tadarida brasiliensis,California,Contra Costa County,"skin, study; skull",female,37.9733762,-121.994205,0
MVZ:Mamm:106698,Myotis yumanensis,California,Imperial County,"skin, study",male,32.8978,-114.7915,0
MVZ:Mamm:106699,Myotis yumanensis,California,Imperial County,"skin, study",male,32.8978,-114.7915,0
MVZ:Mamm:225542,Myotis yumanensis,California,Inyo County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,,,1
MVZ:Mamm:110351,Myotis volans,Baja California,,"skin, study; skull",male,28.028056,-113.3991667,0
MVZ:Mamm:102117,Myotis yumanensis,California,Alameda County,"skin, study; skull",female,37.8697904,-122.2715302,0
MVZ:Mamm:160106,Antrozous pallidus,California,Napa County,skeleton; skull; tissue (frozen),unknown,38.3053644,-122.292116,1
MVZ:Mamm:160104,Antrozous pallidus,California,Napa County,skeleton; skull; tissue (frozen),unknown,38.3053644,-122.292116,1
MVZ:Mamm:160107,Antrozous pallidus,California,Napa County,skeleton; skull; tissue (frozen),unknown,38.3053644,-122.292116,1
MVZ:Mamm:225523,Myotis yumanensis,California,San Bernardino County,"whole organism (ethanol, 70%; formalin-fixed)",male,34.03361,-117.04222,0
MVZ:Mamm:238661,Eptesicus fuscus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.7087788,-117.0870581,1
MVZ:Mamm:238933,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.088624,-117.280598,1
MVZ:Mamm:112679,Eptesicus fuscus,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:112681,Eptesicus fuscus,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:112680,Eptesicus fuscus,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:236306,Lasionycteris noctivagans,California,El Dorado County,tissue (frozen); whole organism (formalin-fixed | ethanol 70%),female,38.9288949,-119.9773848,1
MVZ:Mamm:184757,Antrozous pallidus,California,Alameda County,,unknown,37.8697904,-122.2715302,0
MVZ:Mamm:90571,Myotis californicus,California,Sonoma County,"skin, study; skull",male,38.6643328,-122.6669801,0
MVZ:Mamm:238927,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.088624,-117.280598,1
MVZ:Mamm:34741,Lasionycteris noctivagans,California,Tehama County,"skin, study; skull",female,40.3377636,-121.5961291,0
MVZ:Mamm:71625,Antrozous pallidus,California,Modoc County,"skin, study; skull",male,41.5294554,-120.1715057,0
MVZ:Mamm:146569,Myotis thysanodes,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skin, study; skull",female,38.0407285,-122.8053196,0
MVZ:Mamm:146570,Myotis thysanodes,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skin, study; skull",female,38.0407285,-122.8053196,0
MVZ:Mamm:146517,Myotis yumanensis,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skeleton; skull",female,38.0496742,-122.8688528,0
MVZ:Mamm:146513,Myotis yumanensis,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skeleton; skull",male,38.0496742,-122.8688528,0
MVZ:Mamm:102731,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.7247,-120.3791,0
MVZ:Mamm:122812,Macrotus californicus,California,Imperial County,"skin, study; skull",female,32.8978,-114.7915,0
MVZ:Mamm:103961,Myotis californicus,California,Riverside County,"skin, study; skull",female,33.8957522,-116.0941527,0
MVZ:Mamm:6950,Myotis volans,California,Los Angeles County,"skin, study",male,34.263641,-118.107275,0
MVZ:Mamm:112519,Myotis californicus,Baja California,,"skin, study; skull",female,32.053333,-115.9072222,0
MVZ:Mamm:112514,Myotis californicus,Baja California,,"skin, study; skull",female,32.053333,-115.9072222,0
MVZ:Mamm:112511,Myotis californicus,Baja California,,"skin, study; skull",female,32.053333,-115.9072222,0
MVZ:Mamm:1197,Tadarida brasiliensis,California,Riverside County,"skin, study; skull",male,33.5727746,-116.0667529,0
MVZ:Mamm:49469,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,26.0625,-111.8125,0
MVZ:Mamm:225352,Eptesicus fuscus,California,Butte County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,,,1
MVZ:Mamm:58866,Lasionycteris noctivagans,California,Trinity County,"skin, study; skull",male,40.2454766,-123.3148591,0
MVZ:Mamm:174669,Eptesicus fuscus,California,Yolo County,whole organism (ethanol),female,38.8277798,-122.1928581,0
MVZ:Mamm:184852,Corynorhinus townsendii,California,Alameda County,,unknown,37.5330121,-121.9161016,0
MVZ:Mamm:183620,Corynorhinus townsendii,California,Alameda County,skeleton; skull,female,37.5330121,-121.9161016,0
MVZ:Mamm:33673,Eptesicus fuscus,California,Lassen County,"skin, study; skull",male,40.6709426,-120.7895831,0
MVZ:Mamm:108907,Myotis yumanensis,California,San Mateo County,"skin, study; skull",male,37.258386,-122.340657,0
MVZ:Mamm:108903,Myotis evotis,California,San Mateo County,"skin, study; skull",male,37.258386,-122.340657,0
MVZ:Mamm:108906,Myotis yumanensis,California,San Mateo County,"skin, study; skull",female,37.258386,-122.340657,0
MVZ:Mamm:148569,Myotis californicus,California,Marin County,whole organism (ethanol),male,38.0407285,-122.8053196,0
MVZ:Mamm:16322,Eptesicus fuscus,California,Tulare County,"skin, study; skull",male,35.96474,-118.22413,0
MVZ:Mamm:19025,Antrozous pallidus,California,Los Angeles County,skeleton; skull,unknown,34.163126,-118.0502877,0
MVZ:Mamm:19022,Eumops perotis,California,Los Angeles County,"skin, study; skull",female,34.163126,-118.0502877,0
MVZ:Mamm:146572,Myotis thysanodes,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skin, study; skull",female,38.0407285,-122.8053196,0
MVZ:Mamm:61347,Lasionycteris noctivagans,California,Inyo County,whole organism (ethanol),female,36.463047,-116.877552,0
MVZ:Mamm:239029,Myotis yumanensis,California,Sutter County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.0733386,-121.6386712,1
MVZ:Mamm:5247,Antrozous pallidus,California,Los Angeles County,"skin, study; skull",female,34.132612,-117.852357,0
MVZ:Mamm:61348,Lasionycteris noctivagans,California,Inyo County,whole organism (ethanol),male,36.463047,-116.877552,0
MVZ:Mamm:104319,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104294,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104352,Corynorhinus townsendii,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104317,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104307,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:25854,Myotis volans,California,Inyo County,"skin, study; skull",male,36.54779,-117.48816,0
MVZ:Mamm:104304,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104293,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104301,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104295,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104312,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104355,Corynorhinus townsendii,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104386,Myotis yumanensis,California,Lake County,"skin, study; skull",female,39.0924534,-122.7945718,0
MVZ:Mamm:104299,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104316,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104321,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104305,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:104343,Myotis yumanensis,California,Lake County,skeleton; skull,male,39.0924534,-122.7945718,0
MVZ:Mamm:104290,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:101316,Myotis californicus,California,Marin County,"skin, study; skull",female,38.1011,-122.8558,0
MVZ:Mamm:238723,Eptesicus fuscus,California,San Diego County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.0178638,-116.8375776,2
MVZ:Mamm:238970,Myotis evotis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.841438,-116.046625,1
MVZ:Mamm:6674,Myotis californicus,California,Santa Barbara County,"skin, study; skull",female,34.014116,-119.7218356,0
MVZ:Mamm:198299,Myotis volans,California,San Bernardino County,"skeleton; skin, study; skull; tissue (frozen)",female,35.7836,-115.9311,4
MVZ:Mamm:149676,Myotis californicus,California,Monterey County,"skin, study; skull",male,36.3785480274,-121.5566668111,0
MVZ:Mamm:101904,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101908,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101911,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101936,Lasiurus cinereus,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:108047,Tadarida brasiliensis,California,Monterey County,"skin, study; skull",male,36.686913,-121.659877,0
MVZ:Mamm:101935,Lasiurus cinereus,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101903,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101907,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:174696,Myotis californicus,California,Colusa County,whole organism (ethanol),male,39.0149205,-122.1454413,0
MVZ:Mamm:106110,Choeronycteris mexicana,California,San Diego County,whole organism (ethanol),male,32.7323723,-117.1115783,0
MVZ:Mamm:28724,Myotis ciliolabrum,California,Kern County,whole organism (ethanol),female,35.087333,-119.1485,0
MVZ:Mamm:225593,Tadarida brasiliensis,California,Butte County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.5136667,-121.5563333,1
MVZ:Mamm:94700,Antrozous pallidus,California,San Diego County,"skin, study; skull",female,32.836866,-116.975451,0
MVZ:Mamm:112397,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112404,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112403,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112407,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:225362,Eptesicus fuscus,California,Humboldt County,"whole organism (ethanol, 70%; formalin-fixed)",male,40.966,-124.1136,0
MVZ:Mamm:32817,Myotis evotis,California,Contra Costa County,"skeleton; skin, study; skull",female,37.875792,-121.9761882,0
MVZ:Mamm:89919,Corynorhinus townsendii,California,Inyo County,"skin, study; skull",male,37.304249,-118.473387,0
MVZ:Mamm:89920,Corynorhinus townsendii,California,Inyo County,"skin, study; skull",female,37.304249,-118.473387,0
MVZ:Mamm:112399,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112421,Tadarida brasiliensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112419,Eptesicus fuscus,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112401,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112412,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:112395,Myotis yumanensis,California,Riverside County,"skin, study; skull",female,33.6053109,-114.5326473,0
MVZ:Mamm:126112,Eptesicus fuscus,California,Sierra County,"skin, study; skull",male,39.6794243,-120.4992151,0
MVZ:Mamm:30135,Eptesicus fuscus,California,Monterey County,"skin, study; skull",male,36.2306,-121.4647,0
MVZ:Mamm:23519,Eptesicus fuscus,California,Mariposa County,whole organism (ethanol),male,37.73082,-119.39231,0
MVZ:Mamm:103888,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.6991,-120.4708,0
MVZ:Mamm:174763,Corynorhinus townsendii,California,,whole organism (ethanol),female,,,0
MVZ:Mamm:174757,Corynorhinus townsendii,California,,whole organism (ethanol),male,,,0
MVZ:Mamm:71599,Lasiurus frantzii,California,Yolo County,"skin, study; skull",female,38.5489864,-121.7448173,0
MVZ:Mamm:32341,Myotis lucifugus,California,Alpine County,whole organism (ethanol),female,38.76806,-119.83944,0
MVZ:Mamm:34736,Myotis yumanensis,California,Tehama County,"skin, study; skull",female,40.3146,-122.0695,0
MVZ:Mamm:239085,Myotis yumanensis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.03361,-117.04222,1
MVZ:Mamm:101872,Corynorhinus townsendii,California,Napa County,"skin, study; skull",female,38.5659281,-122.4582344,0
MVZ:Mamm:81785,Myotis volans,California,San Bernardino County,whole organism (ethanol),male,35.16,-115.4612,0
MVZ:Mamm:106575,Corynorhinus townsendii,California,Yolo County,"skin, study; skull",female,38.7075336,-122.0660994,0
MVZ:Mamm:113321,Myotis volans,California,Shasta County,"skin, study; skull",male,40.9933797,-121.512456,0
MVZ:Mamm:113318,Myotis volans,California,Shasta County,"skin, study; skull",male,40.9933797,-121.512456,0
MVZ:Mamm:225367,Eptesicus fuscus,California,San Bernardino County,"whole organism (ethanol, 70%; formalin-fixed)",male,34.229904,-117.225549,0
MVZ:Mamm:36013,Eptesicus fuscus,Baja California,,"skin, study; skull",male,30.9845,-115.682,0
MVZ:Mamm:25857,Myotis volans,California,Inyo County,"skin, study; skull",female,36.54779,-117.48816,0
MVZ:Mamm:27640,Myotis volans,California,Inyo County,whole organism (ethanol),female,36.54779,-117.48816,0
MVZ:Mamm:106720,Corynorhinus townsendii,California,Imperial County,"skin, study",male,32.8978,-114.7915,0
MVZ:Mamm:106700,Myotis yumanensis,California,Imperial County,"skin, study",male,32.8978,-114.7915,0
MVZ:Mamm:103863,Eptesicus fuscus,California,San Benito County,"skin, study; skull",male,36.3776936,-120.69277,0
MVZ:Mamm:225357,Eptesicus fuscus,California,Calaveras County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.39809,-120.561642,1
MVZ:Mamm:102236,Antrozous pallidus,California,Alameda County,"skin, study; skull",male,37.6259,-121.6756,0
MVZ:Mamm:107859,Myotis californicus,California,Monterey County,"skin, study; skull",male,36.231369,-120.788197,0
MVZ:Mamm:239088,Myotis yumanensis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.03361,-117.04222,1
