catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total length,tail length,hind foot with claw,ear,ear from notch,ear from crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,catalog checked? (or no catalog available),REVIEW NEEDED
70125,MVZ:Mamm:70125,Reithrodontomys megalotis megalotis,Louise Kellogg,California,Inyo County,0.3 mi N Tecopa,Louise Kellogg 3112,3 Mar 1936,"skin, study; skull",male,128,63,17,10,,,,9.3,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
28096,MVZ:Mamm:28096,Reithrodontomys megalotis megalotis,Halstead G. White,California,Inyo County,0.5 mi W Olancha,Halstead G. White 1965,3 Apr 1918,"skin, study; skull",female,135,62,17,13,,,,10,g,ad.,,,,,,,,,LW,13,Sept,2024,,
232361,MVZ:Mamm:232361,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,0.8 mi N Shoshone,James L. Patton 26756,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",male,140,71,18,,17,,,10,,t=4x2 mm,4,2,,,,,,,LW,13,Sept,2024,,
232362,MVZ:Mamm:232362,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,0.8 mi N Shoshone,James L. Patton 26757,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",male,134,68,17,,16,,,9,,t=5x3 mm,5,3,,,,,,,LW,13,Sept,2024,,
232363,MVZ:Mamm:232363,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,0.8 mi N Shoshone,James L. Patton 26758,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",female,135,71,17,,16,,,9,,scars,,,,,,,,,LW,13,Sept,2024,,
232364,MVZ:Mamm:232364,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,0.8 mi N Shoshone,James L. Patton 26759,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",male,120,63,17,,14,,,7,,t=3x2 mm,3,2,,,,,,,LW,13,Sept,2024,,
232365,MVZ:Mamm:232365,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,0.8 mi N Shoshone,James L. Patton 26760,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",male,138,73,18,,15,,,9,,t=5x3 mm,5,3,,,,,,,LW,13,Sept,2024,,
232366,MVZ:Mamm:232366,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,0.8 mi N Shoshone,James L. Patton 26761,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",female,149,80,19,,16,,,10,,scars,,,,,,,,,LW,13,Sept,2024,,
232367,MVZ:Mamm:232367,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,0.8 mi N Shoshone,James L. Patton 26762,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",female,149,79,18,,17,,,10,,scars,,,,,,,,,LW,13,Sept,2024,,
66616,MVZ:Mamm:66616,Reithrodontomys megalotis megalotis,Emmet T. Hooper,California,Inyo County,1 mi W Laws,Emmet T. Hooper 96,23 May 1935,"skin, study; skull",male,143,72,18,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,13,Sept,2024,,
66617,MVZ:Mamm:66617,Reithrodontomys megalotis megalotis,Emmet T. Hooper,California,Inyo County,1 mi W Laws,Emmet T. Hooper 97,23 May 1935,"skin, study; skull",male,135,66,17,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,13,Sept,2024,,
17302,MVZ:Mamm:17302,Reithrodontomys megalotis megalotis,Harry S. Swarth,California,Inyo County,1 mi W Lone Pine,Harry S. Swarth 9363,6 Apr 1912,"skin, study; skull",female,129,64,17,12,,,,not recorded,,not recorded,,,,,,,,,LW,13,Sept,2024,,
233367,MVZ:Mamm:233367,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,"1.5 mi NE Jackass Spring, Hunter Mountain, Death Valley National Park",James L. Patton 27226,2016-10-08,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",female,155,80,20,,17,,,14,,lact,,,,,,,,,TA,11,September,2024,,
232368,MVZ:Mamm:232368,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,1.7 mi N Shoshone,James L. Patton 26739,2015-11-03,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",male,134,71,17,,15,,,13,,t=7x4 mm,7,4,,,,,,,LW,13,Sept,2024,,
232369,MVZ:Mamm:232369,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,1.7 mi N Shoshone,James L. Patton 26743,2015-11-03,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",male,134,73,17,,14,,,9,,t=3x2 mm,3,2,,,,,,,LW,13,Sept,2024,,
232370,MVZ:Mamm:232370,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,1.7 mi N Shoshone,James L. Patton 26752,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",female,138,74,17,,14,,,8,,uteri swollen,,,,,,,,,LW,13,Sept,2024,,
232371,MVZ:Mamm:232371,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,1.7 mi N Shoshone,James L. Patton 26754,2015-11-05,"skin, study; skull; tissue (ethanol, 95%; RNAlater)",male,143,75,18,,16,,,10,,"t=8x5 mm, SV=11 mm",8,5,,,,,,,LW,13,Sept,2024,,
66618,MVZ:Mamm:66618,Reithrodontomys megalotis megalotis,Emmet T. Hooper,California,Inyo County,2 mi E Bishop,Emmet T. Hooper 89,21 May 1935,"skin, study; skull",male,135,66,18,,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
66620,MVZ:Mamm:66620,Reithrodontomys megalotis megalotis,Emmet T. Hooper,California,Inyo County,2 mi E Bishop,Emmet T. Hooper 91,21 May 1935,"skin, study; skull",male,133,70,18,,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
66621,MVZ:Mamm:66621,Reithrodontomys megalotis megalotis,Emmet T. Hooper,California,Inyo County,2 mi E Bishop,Emmet T. Hooper 92,21 May 1935,"skin, study; skull",male,130,66,16,,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
26001,MVZ:Mamm:26001,Reithrodontomys megalotis megalotis,Halstead G. White,California,Inyo County,"3 mi E Laws, Silver Canyon, White Mts.",Halstead G. White 1325,21 Aug 1917,"skin, study; skull",female,157,80,16,14,,,,13.9,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
26002,MVZ:Mamm:26002,Reithrodontomys megalotis megalotis,Halstead G. White,California,Inyo County,"3 mi E Laws, Silver Canyon, White Mts.",Halstead G. White 1326,21 Aug 1917,"skin, study; skull",female,158,79,17,14,,,,15.2,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
99103,MVZ:Mamm:99103,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"3 mi S, 8 mi W Big Pine",Donald F. Hoffmeister 737,6 Jun 1942,"skin, study; skull",male,145,70,18,14,,,,9.8,,not recorded,,,,,,,,,TA,11,September,2024,,
99104,MVZ:Mamm:99104,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"3 mi S, 8 mi W Big Pine",Donald F. Hoffmeister 757,8 Jun 1942,"skin, study; skull",male,129,63,17,14,,,,9.3,,not recorded,,,,,,,,,TA,11,September,2024,,
99105,MVZ:Mamm:99105,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"3 mi S, 8 mi W Big Pine",Donald F. Hoffmeister 778,10 Jun 1942,"skin, study; skull",unknown,140,64,17,15,,,,9.2,,not recorded,,,,,,,,,TA,11,September,2024,,
25990,MVZ:Mamm:25990,Reithrodontomys megalotis megalotis,Alfred C. Shelton,California,Inyo County,"3 mi W Lone Pine, Lone Pine Creek",Alfred C. Shelton 3009,9 Jun 1917,"skin, study; skull",female,126,61,16,12,,,,not recorded,,not recorded,,,,,,,,,LW,13,Sept,2024,,
25991,MVZ:Mamm:25991,Reithrodontomys megalotis megalotis,Alfred C. Shelton,California,Inyo County,"3 mi W Lone Pine, Lone Pine Creek",Alfred C. Shelton 3089,15 Jun 1917,"skin, study; skull",male,144,70,17,13,,,,not recorded,,not recorded,,,,,,,,,LW,13,Sept,2024,,
223820,MVZ:Mamm:223820,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,3.3 mi S Keeler,James L. Patton 24598,30 April 2009,"skin, study; skull; tissue (ethanol, 95%)",female,143,77,17,,15,,,9,,scars 1R-2L,,,,,,,,,LW,13,Sept,2024,,
223821,MVZ:Mamm:223821,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,3.3 mi S Keeler,James L. Patton 24622,2 May 2009,"skin, study; skull; tissue (ethanol, 95%)",female,145,72,18,,15,,,10,,scars 2R-2L,,,,,,,,,LW,13,Sept,2024,,
219512,MVZ:Mamm:219512,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,3.3 mi W Lone Pine,James L. Patton 23078,22 April 2007,"skin, study; skull; tissue (ethanol, 95%)",female,147,77,18,,15,,,11,,scars 1R-2L,,,,,,,,,LW,13,Sept,2024,,
219513,MVZ:Mamm:219513,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,3.3 mi W Lone Pine,James L. Patton 23111,24 April 2007,"skin, study; skull; tissue (ethanol, 95%)",male,143,72,17,,15,,,16,,"scrotal, t=8x5 mm",8,5,,,,,,,LW,13,Sept,2024,,
64777,MVZ:Mamm:64777,Reithrodontomys megalotis megalotis,Emmet T. Hooper,California,Inyo County,"3.5 mi W Bishop, Bishop Creek",Emmet T. Hooper 38,21 Jun 1934,"skin, study; skull",female,139,66,16,16,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
28098,MVZ:Mamm:28098,Reithrodontomys megalotis megalotis,Halstead G. White,California,Inyo County,3.7 mi NE Olancha,Halstead G. White 2012,12 Apr 1918,"skin, study; skull",male,137,68,17,10,,,,11.1,g,ad,,,,,,,,,LW,13,Sept,2024,,
28094,MVZ:Mamm:28094,Reithrodontomys megalotis megalotis,Richard M. Hunt,California,Inyo County,300 yds W Olancha,Richard M. Hunt 328,3 Apr 1918,"skin, study; skull",female,132,62,18,10,,,,8.5,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
28095,MVZ:Mamm:28095,Reithrodontomys megalotis megalotis,Richard M. Hunt,California,Inyo County,300 yds W Olancha,Richard M. Hunt 329,3 Apr 1918,"skin, study; skull",male,132,65,18,10,,,,8.6,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
99131,MVZ:Mamm:99131,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"4 mi SW Olancha, Walker Creek",Donald F. Hoffmeister 526,16 May 1942,"skin, study; skull",female,118,59,16,12,,,,6,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
99132,MVZ:Mamm:99132,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"4 mi SW Olancha, Walker Creek",Donald F. Hoffmeister 527,16 May 1942,"skin, study; skull",male,134,66,16,14,,,,9.5,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
99133,MVZ:Mamm:99133,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"4 mi SW Olancha, Walker Creek",Donald F. Hoffmeister 578,May 1942,"skin, study; skull",male,129,61,17,11,,,,7.9,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
99134,MVZ:Mamm:99134,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"4 mi SW Olancha, Walker Creek",Donald F. Hoffmeister 579,20 May 1942,"skin, study; skull",male,133,63,17,14,,,,10,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
99112,MVZ:Mamm:99112,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 652,29 May 1942,"skin, study; skull",male,140,69,17,14,,,,11,,not recorded,,,,,,,,,TA,11,September,2024,,
99113,MVZ:Mamm:99113,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 653,29 May 1942,"skin, study; skull",female,136,67,18,14,,,,10.2,,no emb.,,,0,,,,,,TA,11,September,2024,,
99114,MVZ:Mamm:99114,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 665,30 May 1942,"skin, study; skull",male,148,68,17,14,,,,10,,not recorded,,,,,,,,,TA,11,September,2024,,
99115,MVZ:Mamm:99115,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 666,30 May 1942,"skin, study; skull",male,141,69,17,14,,,,11.6,,not recorded,,,,,,,,,TA,11,September,2024,,
99116,MVZ:Mamm:99116,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 667,30 May 1942,"skin, study; skull",female,138,65,17,14,,,,12.4,,4 embs. x 11 mm.,,,4,,,11,,,TA,11,September,2024,,
99117,MVZ:Mamm:99117,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 668,30 May 1942,"skin, study; skull",male,143,69,17,14,,,,10.3,,not recorded,,,,,,,,,TA,11,September,2024,,
99118,MVZ:Mamm:99118,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 693,1 Jun 1942,"skin, study; skull",male,137,69,17,14,,,,10.1,,not recorded,,,,,,,,,TA,11,September,2024,,
99119,MVZ:Mamm:99119,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 694,1 Jun 1942,"skin, study; skull",male,139,68,18,15,,,,11.9,,not recorded,,,,,,,,,TA,11,September,2024,,
99120,MVZ:Mamm:99120,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 695,1 Jun 1942,"skin, study; skull",female,153,72,18,15,,,,12.7,,5 embs x 4 mm,,,5,,,4,,,TA,11,September,2024,,
99121,MVZ:Mamm:99121,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 716,3 Jun 1942,"skin, study; skull",male,150,71,18,15,,,,12,,not recorded,,,,,,,,,TA,11,September,2024,,
99122,MVZ:Mamm:99122,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 717,3 Jun 1942,"skin, study; skull",male,137,60,17,15,,,,10,,not recorded,,,,,,,,,TA,11,September,2024,,
99123,MVZ:Mamm:99123,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 718,3 Jun 1942,"skin, study; skull",male,143,68,18,16,,,,10.1,,not recorded,,,,,,,,,TA,11,September,2024,,
99124,MVZ:Mamm:99124,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 719,3 Jun 1942,"skin, study; skull",male,149,65,17,17.5,,,,11.5,,not recorded,,,,,,,,,TA,11,September,2024,,
99125,MVZ:Mamm:99125,Reithrodontomys megalotis megalotis,Ward C. Russell,California,Inyo County,"5 mi W, 1.25 mi S Independence",Ward C. Russell 9004,3 Jun 1942,"skin, study; skull",male,136,63,16,12,,,,10.4,,not recorded,,,,,,,,,TA,11,September,2024,,
99126,MVZ:Mamm:99126,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"5 mi W, 1.25 mi S Independence",Donald F. Hoffmeister 725,4 Jun 1942,"skin, study; skull",female,162,79,16,15,,,,13.5,,2 emb. x 13 mm.,,,2,,,13,,,TA,11,September,2024,,
99127,MVZ:Mamm:99127,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"6 mi W, 1 mi S Lone Pine",Donald F. Hoffmeister 620,25 May 1942,"skin, study; skull",female,158,72,16,14,,,,14.7,g,5 emb x 8 mm,,,5,,,8,,,LW,13,Sept,2024,,
99128,MVZ:Mamm:99128,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"6 mi W, 1 mi S Lone Pine",Donald F. Hoffmeister 621,25 May 1942,"skin, study; skull",male,144,71,17,15,,,,11.5,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
99129,MVZ:Mamm:99129,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"6 mi W, 3.25 mi S Lone Pine",Donald F. Hoffmeister 640,27 May 1942,"skin, study; skull",female,150,72,17,14,,,,10.7,g,5 embs,,,5,,,,,,LW,13,Sept,2024,,
99130,MVZ:Mamm:99130,Reithrodontomys megalotis megalotis,Donald F. Hoffmeister,California,Inyo County,"6 mi W, 3.25 mi S Lone Pine",Donald F. Hoffmeister 650,28 May 1942,"skin, study; skull",female,143,65,17,14,,,,11.3,g,"no embs, lactating",,,0,,,,,,LW,13,Sept,2024,,
25995,MVZ:Mamm:25995,Reithrodontomys megalotis megalotis,"L. M. McQuesten, Halstead G. White",California,Inyo County,"7 mi E Laws, Silver Canyon, White Mts.",931,17 Jul 1917,"skin, study; skull",male,136,73,19,12,,,,not recorded,,not recorded,,,,,,,,,LW,13,Sept,2024,,
25996,MVZ:Mamm:25996,Reithrodontomys megalotis megalotis,Alfred C. Shelton,California,Inyo County,"7 mi E Laws, Silver Canyon, White Mts.",Alfred C. Shelton 3323,19 Jul 1917,"skin, study; skull",male,146,75,17,12,,,,9.5,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
25997,MVZ:Mamm:25997,Reithrodontomys megalotis megalotis,Alfred C. Shelton,California,Inyo County,"7 mi E Laws, Silver Canyon, White Mts.",Alfred C. Shelton 3324,19 Jul 1917,"skin, study; skull",male,142,71,17,12,,,,12.4,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
25998,MVZ:Mamm:25998,Reithrodontomys megalotis megalotis,Alfred C. Shelton,California,Inyo County,"7 mi E Laws, Silver Canyon, White Mts.",Alfred C. Shelton 3292,16 Jul 1917,"skin, study; skull",male,147,74,17,12,,,,not recorded,,not recorded,,,,,,,,,LW,13,Sept,2024,,
25999,MVZ:Mamm:25999,Reithrodontomys megalotis megalotis,Halstead G. White,California,Inyo County,"7 mi E Laws, Silver Canyon, White Mts.",Halstead G. White 1069,18 Jul 1917,"skin, study; skull",female,145,75,17,12,,,,12.1,g,not recorded,,,,,,,,,LW,13,Sept,2024,,
223818,MVZ:Mamm:223818,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,"Antelope Springs, Deep Springs Valley",James L. Patton 24690,8 May 2009,"skin, study; skull; tissue (ethanol, 95%)",male,136,70,19,,15,,,10,,"scrotal t=7x4 mm, SV=9 mm",,,,,,,,,TA,11,September,2024,,
223819,MVZ:Mamm:223819,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,"Antelope Springs, Deep Springs Valley",James L. Patton 24699,9 May 2009,"skin, study; skull; tissue (ethanol, 95%)",male,144,74,18,,15,,,11,,"t=8x5 mm, SV=7 mm",,,,,,,,,TA,11,September,2024,,
25967,MVZ:Mamm:25967,Reithrodontomys megalotis megalotis,Joseph Scattergood Dixon,California,Inyo County,"below Hanaupah Spring, South Fork Hanaupah Canyon, Panamint Mts., Death Valley National Park",Joseph Scattergood Dixon 5906,8 May 1917,"skin, study; skull",female,150,72,18,14,,,,13,,not recorded,,,,,,,,,TA,11,September,2024,,
25968,MVZ:Mamm:25968,Reithrodontomys megalotis megalotis,Joseph Scattergood Dixon,California,Inyo County,"below Hanaupah Spring, South Fork Hanaupah Canyon, Panamint Mts., Death Valley National Park",Joseph Scattergood Dixon 5925,9 May 1917,"skin, study; skull",male,140,64,17,12,,,,10.5,,not recorded,,,,,,,,,TA,11,September,2024,,
25969,MVZ:Mamm:25969,Reithrodontomys megalotis megalotis,Joseph Scattergood Dixon,California,Inyo County,"below Hanaupah Spring, South Fork Hanaupah Canyon, Panamint Mts., Death Valley National Park",Joseph Scattergood Dixon 5926,9 May 1917,"skin, study; skull",male,146,70,17,13,,,,13,,not recorded,,,,,,,,,TA,11,September,2024,,
25970,MVZ:Mamm:25970,Reithrodontomys megalotis megalotis,Joseph Scattergood Dixon,California,Inyo County,"below Hanaupah Spring, South Fork Hanaupah Canyon, Panamint Mts., Death Valley National Park",Joseph Scattergood Dixon 5927,9 May 1917,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,,
25971,MVZ:Mamm:25971,Reithrodontomys megalotis megalotis,Joseph Scattergood Dixon,California,Inyo County,"below Hanaupah Spring, South Fork Hanaupah Canyon, Panamint Mts., Death Valley National Park",Joseph Scattergood Dixon 5946,9 May 1917,"skin, study; skull",male,140,62,17,13,,,,11.5,,not recorded,,,,,,,,,TA,11,September,2024,,
221479,MVZ:Mamm:221479,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,"Bishop Creek, Sierra Nevada",James L. Patton 24202,13 May 2008,"skin, study; skull; tissue (ethanol, 95%)",female,147,75,17,,16,,,14,,scars @2R-3L,,,,,,,,,TA,11,September,2024,,
221478,MVZ:Mamm:221478,Reithrodontomys megalotis megalotis,James L. Patton,California,Inyo County,"Buckhorn Spring, Deep Springs Valley",James L. Patton 24160,10 May 2008,"skin, study; skull; tissue (ethanol, 95%)",female,126,62,17,,14,,,8,,no visible scars,,,,,,,,,TA,11,September,2024,,
17337,MVZ:Mamm:17337,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 885,4 May 1912,"skin, study; skull",female,140,67,17.5,13.5,,,,not recorded,,5 s. emb,,,5,,,,,,TA,11,September,2024,,
17338,MVZ:Mamm:17338,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 886,4 May 1912,"skin, study; skull",male,144,70,17.5,12.5,,,,not recorded,,t.l.,,,,,,,,,TA,11,September,2024,,
17339,MVZ:Mamm:17339,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 897,5 May 1912,"skin, study; skull",male,137,66,17,12.5,,,,,,t.l.,,,,,,,,,TA,11,September,2024,,
17340,MVZ:Mamm:17340,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 904,6 May 1912,"skin, study; skull",male,143,75,17.5,15.5,,,,,,t.l.,,,,,,,,,TA,11,September,2024,,
17341,MVZ:Mamm:17341,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 920,9 May 1912,"skin, study; skull",male,134,67,16.5,13,,,,,,t.l.,,,,,,,,,TA,11,September,2024,,
17342,MVZ:Mamm:17342,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 921,9 May 1912,"skin, study; skull",male,136,71,16.5,13,,,,,,t.l.,,,,,,,,,TA,11,September,2024,,
17343,MVZ:Mamm:17343,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 922,9 May 1912,"skin, study; skull",female,146,73,17,12.5,,,,,,not recorded,,,,,,,,,TA,11,September,2024,,
17344,MVZ:Mamm:17344,Reithrodontomys megalotis megalotis,H. A. Carr,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",H. A. Carr 925,10 May 1912,"skin, study; skull",male,132,66,17,14,,,,,,t.l.,,,,,,,,,TA,11,September,2024,,
17345,MVZ:Mamm:17345,Reithrodontomys megalotis megalotis,Harry S. Swarth,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",Harry S. Swarth 9560,4 May 1912,"skin, study; skull",female,133,65,18,10,,,,,,not recorded,,,,,,,,,TA,11,September,2024,,
17346,MVZ:Mamm:17346,Reithrodontomys megalotis megalotis,Harry S. Swarth,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",Harry S. Swarth 9561,4 May 1912,"skin, study; skull",female,145,71,16.5,10.5,,,,,,not recorded,,,,,,,,,TA,11,September,2024,,
17347,MVZ:Mamm:17347,Reithrodontomys megalotis megalotis,Harry S. Swarth,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",Harry S. Swarth 9562,4 May 1912,"skin, study; skull",male,136,67,17,11,,,,,,not recorded,,,,,,,,,TA,11,September,2024,,
17348,MVZ:Mamm:17348,Reithrodontomys megalotis megalotis,Harry S. Swarth,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",Harry S. Swarth 9574,5 May 1912,"skin, study; skull",male,140,71,17,10,,,,,,not recorded,,,,,,,,,TA,11,September,2024,,
17349,MVZ:Mamm:17349,Reithrodontomys megalotis megalotis,Harry S. Swarth,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",Harry S. Swarth 9575,5 May 1912,"skin, study; skull",male,144,75,17.5,10,,,,,,not recorded,,,,,,,,,TA,11,September,2024,,
17350,MVZ:Mamm:17350,Reithrodontomys megalotis megalotis,Harry S. Swarth,California,Inyo County,"Carl Walter's Ranch, 2 mi N Independence",Harry S. Swarth 9576,5 May 1912,"skin, study; skull",male,140,68,17,10,,,,,,not recorded,,,,,,,,,TA,11,September,2024,,
25994,MVZ:Mamm:25994,Reithrodontomys megalotis megalotis,Alfred C. Shelton,California,Inyo County,"Carl Walter&#39;s Ranch, 2 mi N Independence",Alfred C. Shelton 3146,27 Jun 1917,"skin, study; skull",female,134,72,18,12,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
15437,MVZ:Mamm:15437,Reithrodontomys megalotis megalotis,"Joseph Grinnell, Walter P. Taylor",California,Inyo County,"Carroll Creek, Sierra Nevada",1789,8 Sep 1911,"skin, study; skull",male,153,81,17,14,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
15438,MVZ:Mamm:15438,Reithrodontomys megalotis megalotis,"Joseph Grinnell, Walter P. Taylor",California,Inyo County,"Carroll Creek, Sierra Nevada",1790,8 Sep 1911,"skin, study; skull",male,148,80,17.5,13,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
15439,MVZ:Mamm:15439,Reithrodontomys megalotis megalotis,Walter P. Taylor,California,Inyo County,"Carroll Creek, Sierra Nevada",Walter P. Taylor 5313,9 Sep 1911,"skin, study; skull",male,129,66,18,11.5,,,,not recorded,,not recorded,,,,,,,,,TA,11,September,2024,,
15440,MVZ:Mamm:15440,Reithrodontomys megalotis megalotis,Walter P. Taylor,California,Inyo County,"Carroll Creek, Sierra Nevada",Walter P. Taylor 5314,9 Sep 1911,"skin, study; skull",male,130,68,17,13,,,,not recorded,,testes large,,,,,,,,,TA,11,September,2024,,
15441,MVZ:Mamm:15441,Reithrodontomys megalotis megalotis,Walter P. Taylor,California,Inyo County,"Carroll Creek, Sierra Nevada",Walter P. Taylor 5315,9 Sep 1911,"skin, study; skull",male,140,74,18,13,,,,,,testes large,,,,,,,,,TA,11,September,2024,,
