catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total,tail,hf,ear,Notch,Crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,REVIEW NEEDED
25419,MVZ:Mamm:25419,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10651,13 Jun 1917,"skin, study; skull",male,193,98,23,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25420,MVZ:Mamm:25420,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10652,13 Jun 1917,"skin, study; skull",male,171,85,22,15,,,,not recorded,,juv.,,,,,,,,,TA,9,July,2024,
25421,MVZ:Mamm:25421,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10662,14 Jun 1917,"skin, study; skull",female,197,98,22,19,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25422,MVZ:Mamm:25422,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10663,14 Jun 1917,"skin, study; skull",female,193,99,23,17,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25423,MVZ:Mamm:25423,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10664,14 Jun 1917,"skin, study; skull",female,155,80,21,15,,,,not recorded,,juv.,,,,,,,,,TA,9,July,2024,
25424,MVZ:Mamm:25424,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10673,15 Jun 1917,"skin, study; skull",male,195,97,22,15,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25425,MVZ:Mamm:25425,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10674,15 Jun 1917,"skin, study; skull",female,186,86,21,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25426,MVZ:Mamm:25426,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10686,16 Jun 1917,"skin, study; skull",female,194,93,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25427,MVZ:Mamm:25427,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10687,16 Jun 1917,"skin, study; skull",female,183,88,21,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25428,MVZ:Mamm:25428,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10688,16 Jun 1917,"skin, study; skull",male,173,87,22,16,,,,not recorded,,juv.,,,,,,,,,TA,9,July,2024,
25429,MVZ:Mamm:25429,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10689,16 Jun 1917,"skin, study; skull",male,189,86,22,19,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25430,MVZ:Mamm:25430,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10695,17 Jun 1917,"skin, study; skull",male,203,105,22,17,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25431,MVZ:Mamm:25431,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10696,17 Jun 1917,"skin, study; skull",male,182,93,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25432,MVZ:Mamm:25432,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10707,18 Jun 1917,"skin, study; skull",male,187,94,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25433,MVZ:Mamm:25433,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10708,18 Jun 1917,"skin, study; skull",male,181,93,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25434,MVZ:Mamm:25434,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10719,19 Jun 1917,"skin, study; skull",female,186,83,22,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25435,MVZ:Mamm:25435,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10720,19 Jun 1917,"skin, study; skull",male,184,93,22,15,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25436,MVZ:Mamm:25436,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10721,19 Jun 1917,"skin, study; skull",male,192,98,22,17,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25437,MVZ:Mamm:25437,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10730,20 Jun 1917,"skin, study; skull",male,167,80,21,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25438,MVZ:Mamm:25438,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10731,20 Jun 1917,"skin, study; skull",female,196,97,22,19,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25439,MVZ:Mamm:25439,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10732,20 Jun 1917,"skin, study; skull",male,181,97,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25440,MVZ:Mamm:25440,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10733,20 Jun 1917,"skin, study; skull",male,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25441,MVZ:Mamm:25441,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10740,21 Jun 1917,"skin, study; skull",male,181,86,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25442,MVZ:Mamm:25442,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10749,22 Jun 1917,"skin, study; skull",male,176,84,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25443,MVZ:Mamm:25443,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10750,22 Jun 1917,"skin, study; skull",female,181,91,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25444,MVZ:Mamm:25444,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10758,23 Jun 1917,"skin, study; skull",female,178,88,22,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25445,MVZ:Mamm:25445,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10759,23 Jun 1917,"skin, study; skull",male,not recorded,not recorded,22,16,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25446,MVZ:Mamm:25446,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10766,24 Jun 1917,"skin, study; skull",female,197,99,22,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25447,MVZ:Mamm:25447,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10767,24 Jun 1917,"skin, study; skull",male,189,86,22,20,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
25448,MVZ:Mamm:25448,Peromyscus boylii rowleyi,Harry S. Swarth,Arizona,Gila County,"Carr's Ranch, Sierra Ancha",Harry S. Swarth 10777,25 Jun 1917,"skin, study",male,189,92,23,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
114475,MVZ:Mamm:114475,Peromyscus boylii rowleyi,Richard F. Johnston,Arizona,Gila County,"Cassadore Spring, 23 mi ENE Globe",Richard F. Johnston 79,25 Apr 1951,"skin, study; skull",female,193,104,21,20,,,,29.4,g,not recorded,,,,,,,,,TA,9,July,2024,
114476,MVZ:Mamm:114476,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Cassadore Spring, 23 mi ENE Globe",Oliver P. Pearson 3336,25 Apr 1951,"skin, study; skull",male,189,97,20,18,,,,22,g,testis 13 mm,13,,,,,,,,TA,9,July,2024,
114477,MVZ:Mamm:114477,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Cassadore Spring, 23 mi ENE Globe",Oliver P. Pearson 3339,25 Apr 1951,"skin, study; skull",female,209,107,22,21,,,,29.3,g,no embryos,,,0,,,,,,TA,9,July,2024,
114468,MVZ:Mamm:114468,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Sawmill, 27 mi NE Globe",Oliver P. Pearson 3289,21 Apr 1951,"skin, study; skull",female,176,92,21,20,,,,20.3,g,no emb,,,0,,,,,,TA,9,July,2024,
114469,MVZ:Mamm:114469,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Sawmill, 27 mi NE Globe",Oliver P. Pearson 3290,21 Apr 1951,"skin, study; skull",male,185,95,21,19,,,,24.3,g,11 mm,11,,,,,,,,TA,9,July,2024,
114470,MVZ:Mamm:114470,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Sawmill, 27 mi NE Globe",Oliver P. Pearson 3291,21 Apr 1951,"skin, study; skull",male,200,106,22,20,,,,25.5,g,testis 11 mm,11,,,,,,,,TA,9,July,2024,
114471,MVZ:Mamm:114471,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Sawmill, 27 mi NE Globe",Oliver P. Pearson 3292,21 Apr 1951,"skin, study; skull",male,[150],[58],22,19.5,,,,24.7,g,testis 11 mm,11,,,,,,,,TA,9,July,2024,
114472,MVZ:Mamm:114472,Peromyscus boylii rowleyi,Richard F. Johnston,Arizona,Gila County,"Sawmill, 27 mi NE Globe",Richard F. Johnston 70,23 Apr 1951,"skin, study; skull",male,192,97,20,21,,,,26.8,g,not recorded,,,,,,,,,TA,9,July,2024,
114473,MVZ:Mamm:114473,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Sawmill, 27 mi NE Globe",Oliver P. Pearson 3309,23 Apr 1951,"skin, study; skull",male,196,92,21,20,,,,26.5,g,testis 11 mm,11,,,,,,,,TA,9,July,2024,
114474,MVZ:Mamm:114474,Peromyscus boylii rowleyi,Oliver P. Pearson,Arizona,Gila County,"Sawmill, 27 mi NE Globe",Oliver P. Pearson 3310,23 Apr 1951,"skin, study; skull",female,209,110,22,20,,,,28.3,g,emby preg,,,,,,,,,TA,9,July,2024,
56342,MVZ:Mamm:56342,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Greenlee County,Rose Peak,Annie M. Alexander 1817,17 Sep 1932,"skin, study; skull",male,191,98,22,16,,,,26.3,g,not recorded,,,,,,,,,TA,9,July,2024,
56327,MVZ:Mamm:56327,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Mohave County,Hualapai Peak,Annie M. Alexander 1400,15 Jun 1932,"skin, study; skull",male,201,102,22,14,,,,28.1,g,not recorded,,,,,,,,,TA,9,July,2024,
56328,MVZ:Mamm:56328,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Mohave County,Hualapai Peak,Annie M. Alexander 1403,16 Jun 1932,"skin, study; skull",male,180,93,22,14,,,,18.2,g,not recorded,,,,,,,,,TA,9,July,2024,
56329,MVZ:Mamm:56329,Peromyscus boylii rowleyi,Louise Kellogg,Arizona,Mohave County,Hualapai Peak,Louise Kellogg 1400,16 Jun 1932,"skin, study; skull",male,200,109,23,17,,,,27.6,g,not recorded,,,,,,,,,TA,9,July,2024,
56330,MVZ:Mamm:56330,Peromyscus boylii rowleyi,Louise Kellogg,Arizona,Mohave County,Hualapai Peak,Louise Kellogg 1401,16 Jun 1932,"skin, study; skull",female,182,89,22,16,,,,30.3,g,not recorded,,,,,,,,,TA,9,July,2024,
56331,MVZ:Mamm:56331,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Mohave County,Hualapai Peak,Annie M. Alexander 1413,17 Jun 1932,"skin, study; skull",female,183,94,21.5,14,,,,22.1,g,not recorded,,,,,,,,,TA,9,July,2024,
56332,MVZ:Mamm:56332,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Mohave County,Hualapai Peak,Annie M. Alexander 1414,17 Jun 1932,"skin, study; skull",male,197,101,23.5,17,,,,25.5,g,not recorded,,,,,,,,,TA,9,July,2024,
56333,MVZ:Mamm:56333,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Mohave County,Hualapai Peak,Annie M. Alexander 1415,17 Jun 1932,"skin, study; skull",female,195,97,21,15,,,,27.7,g,not recorded,,,,,,,,,TA,9,July,2024,
62978,MVZ:Mamm:62978,Peromyscus boylii rowleyi,L. M. Boyers,Arizona,Navajo County,"Bat Woman Canyon, 13 mi W Kayenta",L. M. Boyers 409,16 Jun 1933,"skin, study; skull",male,188,95,22,19,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
56344,MVZ:Mamm:56344,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Navajo County,Keams Canyon,Annie M. Alexander 1723,27 Aug 1932,"skin, study; skull",female,183,92,23,17,,,,21.5,g,not recorded,,,,,,,,,TA,9,July,2024,
62981,MVZ:Mamm:62981,Peromyscus boylii rowleyi,Torrey Lyons,Arizona,Navajo County,"right fork Segi-Ot-Sosie Canyon, 11 mi NW Kayenta",Torrey Lyons 28,20 Jul 1933,"skin, study; skull",female,205,109,22,19.5,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
62982,MVZ:Mamm:62982,Peromyscus boylii rowleyi,Torrey Lyons,Arizona,Navajo County,"right fork Segi-Ot-Sosie Canyon, 11 mi NW Kayenta",Torrey Lyons 31,20 Jul 1933,"skin, study; skull",male,196,107,21,18.5,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
62979,MVZ:Mamm:62979,Peromyscus boylii rowleyi,"L. M. Boyers, Torrey Lyons",Arizona,Navajo County,"Skeleton Mesa, 16 mi WNW Kayenta",12608,29 Jun 1933,"skin, study; skull",male,162,77,22,22,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
62980,MVZ:Mamm:62980,Peromyscus boylii rowleyi,"L. M. Boyers, Torrey Lyons",Arizona,Navajo County,"Skeleton Mesa, 16 mi WNW Kayenta",8117,30 Jun 1933,"skin, study; skull",male,196,100,24,21,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
62976,MVZ:Mamm:62976,Peromyscus boylii rowleyi,"Torrey Lyons, L. M. Boyers",Arizona,Navajo County,"Tsegi Canyon, 13 mi WSW Kayenta",377,27 Aug 1933,"skin, study; skull",male,183,98,22,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
62977,MVZ:Mamm:62977,Peromyscus boylii rowleyi,"Torrey Lyons, L. M. Boyers",Arizona,Navajo County,"Tsegi Canyon, 13 mi WSW Kayenta",378,27 Aug 1933,"skin, study; skull",male,185,100,22,18,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
120374,MVZ:Mamm:120374,Peromyscus boylii rowleyi,Brian K. McNab,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Brian K. McNab 201,31 Dec 1955,"skin, study; skull",female,198,96,21,19,,,,not recorded,,no embryos,,,0,,,,,,TA,9,July,2024,
120375,MVZ:Mamm:120375,Peromyscus boylii rowleyi,Brian K. McNab,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Brian K. McNab 202,31 Dec 1955,"skin, study; skull",female,163,78,21,18,,,,not recorded,,2 emb; 14 mm - resb. 1 left 4 small resorb.,,,2,,,14,,,TA,9,July,2024,
120376,MVZ:Mamm:120376,Peromyscus boylii rowleyi,Brian K. McNab,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Brian K. McNab 203,31 Dec 1955,"skin, study; skull",female,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,no embryos,,,0,,,,,,TA,9,July,2024,
120377,MVZ:Mamm:120377,Peromyscus boylii rowleyi,Brian K. McNab,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Brian K. McNab 204,31 Dec 1955,"skin, study; skull",female,181,87,21,18,,,,not recorded,,no emb.,,,0,,,,,,TA,9,July,2024,
120378,MVZ:Mamm:120378,Peromyscus boylii rowleyi,Brian K. McNab,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Brian K. McNab 205,31 Dec 1955,"skin, study; skull",male,182,96,20,19,,,,not recorded,,testis 2 mm,2,,,,,,,,TA,9,July,2024,
120380,MVZ:Mamm:120380,Peromyscus boylii rowleyi,Prentice Bloedel,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Prentice Bloedel 362,31 Dec 1955,"skin, study; skull",male,169,89,22,20,,,,not recorded,,testis 4 mm,4,,,,,,,,TA,9,July,2024,
120381,MVZ:Mamm:120381,Peromyscus boylii rowleyi,Prentice Bloedel,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Prentice Bloedel 363,31 Dec 1955,"skin, study; skull",male,211,112,22,20,,,,not recorded,,testis 7 mm,7,,,,,,,,TA,9,July,2024,
120382,MVZ:Mamm:120382,Peromyscus boylii rowleyi,Prentice Bloedel,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Prentice Bloedel 364,31 Dec 1955,"skin, study; skull",female,182,91,22,18,,,,not recorded,,lact.,,,,,,,,,TA,9,July,2024,
229224,MVZ:Mamm:229224,Peromyscus boylii rowleyi,Wilbur B. Quay,Arizona,Pima County,"Madera Canyon, Santa Rita Mts.",Wilbur B. Quay 4-B-750,19-Jun-58,"whole organism (ethanol, 70%; formalin-fixed)",male,187,94,21,,20,20,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
47630,MVZ:Mamm:47630,Peromyscus boylii rowleyi,Virginia D. Miller,Arizona,Pima County,"Soldier Camp, Santa Catalina Mts.",Virginia D. Miller 43,26 May 1931,"skin, study; skull",male,184,90,21,19,,,,not recorded,,not recorded,,,,,,,,,TA,9,July,2024,
56335,MVZ:Mamm:56335,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Yavapai County,Prescott,Annie M. Alexander 1430,26 Jun 1932,"skin, study; skull",male,192,98,22,15,,,,25.5,g,not recorded,,,,,,,,,TA,9,July,2024,
56336,MVZ:Mamm:56336,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Yavapai County,Prescott,Annie M. Alexander 1431,26 Jun 1932,"skin, study; skull",female,183,89,22,16,,,,25.2,g,not recorded,,,,,,,,,TA,9,July,2024,
56334,MVZ:Mamm:56334,Peromyscus boylii rowleyi,Louise Kellogg,Arizona,Yavapai County,"Willow Creek, 4 mi N Prescott",Louise Kellogg 1450,29 Jun 1932,"skin, study; skull",male,194,97,23,16,,,,25,g,not recorded,,,,,,,,,TA,9,July,2024,
56337,MVZ:Mamm:56337,Peromyscus boylii rowleyi,Annie M. Alexander,Arizona,Yavapai County,"Willow Creek, 4 mi N Prescott",Annie M. Alexander 1434,29 Jun 1932,"skin, study; skull",female,205,106,22,15,,,,28,g,not recorded,,,,,,,,,TA,9,July,2024,
36286,MVZ:Mamm:36286,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Concepcion, Sierra San Pedro Martir",Chester C. Lamb 5191,12 Nov 1925,"skin, study; skull",male,195,105,21,13,,,,23,g,not recorded,,,,,,,,,LW,10,July,2024,
36287,MVZ:Mamm:36287,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Concepcion, Sierra San Pedro Martir",Chester C. Lamb 5215,14 Nov 1925,"skin, study; skull",female,186,94,22,17,,,,23.2,g,not recorded,,,,,,,,,LW,10,July,2024,
36288,MVZ:Mamm:36288,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Concepcion, Sierra San Pedro Martir",Chester C. Lamb 5216,14 Nov 1925,"skin, study; skull",male,186,94,22,14,,,,21.7,g,not recorded,,,,,,,,,LW,10,July,2024,
36289,MVZ:Mamm:36289,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Concepcion, Sierra San Pedro Martir",Chester C. Lamb 5273,20 Nov 1925,"skin, study; skull",female,185,92,22,13,,,,21,g,not recorded,,,,,,,,,LW,10,July,2024,
148138,MVZ:Mamm:148138,Peromyscus boylii rowleyi,Peter C. Escherich,Baja California,,"Corona de Abajo, 7.67 mi E Meling Ranch",Peter C. Escherich 74--36,15 Dec 1974,"skin, study; skull; tissue (frozen)",male,203,104,23,23,,,,19.5,g,testes 2.5x1,2.5,1,,,,,,,LW,10,July,2024,
148139,MVZ:Mamm:148139,Peromyscus boylii rowleyi,Rolf R. Koford,Baja California,,"Corona de Abajo, 7.67 mi E Meling Ranch",Rolf R. Koford 18,15 Dec 1974,"skin, study; skull; tissue (frozen)",male,171,85,21,22,,,,14.5,g,testes 3.5x2,3.5,2,,,,,,,LW,10,July,2024,
148140,MVZ:Mamm:148140,Peromyscus boylii rowleyi,William Z. Lidicker Jr.,Baja California,,"Corona de Abajo, 7.67 mi E Meling Ranch",William Z. Lidicker Jr. 3339,15 Dec 1974,"skin, study; skull; tissue (frozen)",female,198,103,23.5,23,,,,18,g,nullip.,,,,,,,,,LW,10,July,2024,
35745,MVZ:Mamm:35745,Peromyscus boylii rowleyi,Adrey E. Borell,Baja California,,"La Grulla, Sierra San Pedro Martir",Adrey E. Borell 1714,18 May 1925,"skin, study; skull",female,200,106,21,17,,,,32,g,not recorded,,,,,,,,,LW,10,July,2024,
35746,MVZ:Mamm:35746,Peromyscus boylii rowleyi,Adrey E. Borell,Baja California,,"La Grulla, Sierra San Pedro Martir",Adrey E. Borell 1721,19 May 1925,"skin, study; skull",male,203,104,22,16,,,,27,g,not recorded,,,,,,,,,LW,10,July,2024,
35777,MVZ:Mamm:35777,Peromyscus boylii rowleyi,Adrey E. Borell,Baja California,,"La Grulla, Sierra San Pedro Martir",Adrey E. Borell 1715,18 May 1925,"skin, study; skull",female,205,108,21,18,,,,29.5,g,not recorded,,,,,,,,,LW,10,July,2024,
35778,MVZ:Mamm:35778,Peromyscus boylii rowleyi,Adrey E. Borell,Baja California,,"La Grulla, Sierra San Pedro Martir",Adrey E. Borell 1742,21 May 1925,"skin, study; skull",female,190,101,21,15,,,,24.5,g,not recorded,,,,,,,,,LW,10,July,2024,
35779,MVZ:Mamm:35779,Peromyscus boylii rowleyi,Adrey E. Borell,Baja California,,"La Grulla, Sierra San Pedro Martir",Adrey E. Borell 1759,23 May 1925,"skin, study; skull",male,192,104,22,15,,,,24,g,not recorded,,,,,,,,,LW,10,July,2024,
35925,MVZ:Mamm:35925,Peromyscus boylii rowleyi,Adrey E. Borell,Baja California,,"La Grulla, Sierra San Pedro Martir",Adrey E. Borell 1713,18 May 1925,skeleton; skull,female,,,,,,,,,,,,,,,,,,,,,,,
36099,MVZ:Mamm:36099,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"La Grulla, Sierra San Pedro Martir",Chester C. Lamb 4978,2 Oct 1925,"skin, study; skull",male,193,103,22,16,,,,23.3,g,not recorded,,,,,,,,,LW,10,July,2024,
36100,MVZ:Mamm:36100,Peromyscus boylii rowleyi,Joseph Grinnell,Baja California,,"La Grulla, Sierra San Pedro Martir",Joseph Grinnell 6368,2 Oct 1925,"skin, study; skull",male,168,82+,21,17,,,,22,g,not recorded,,,,,,,,,LW,10,July,2024,
36101,MVZ:Mamm:36101,Peromyscus boylii rowleyi,Joseph Grinnell,Baja California,,"La Grulla, Sierra San Pedro Martir",Joseph Grinnell 6369,2 Oct 1925,"skin, study; skull",male,177,95,21,16,,,,18.6,g,not recorded,,,,,,,,,LW,10,July,2024,
112823,MVZ:Mamm:112823,Peromyscus boylii rowleyi,Seth B. Benson,Baja California,,"La Grulla, Sierra San Pedro Martir",Seth B. Benson 112258,3 Jul 1949,"skin, study; skull",female,197,105,21,,19,16,,35.1,,"5 emb, 17 mm",,,5,,,17,,,LW,10,July,2024,
112824,MVZ:Mamm:112824,Peromyscus boylii rowleyi,Carl B. Koford,Baja California,,"La Grulla, Sierra San Pedro Martir",Carl B. Koford 421,5 Jul 1949,"skin, study; skull",male,196,101,21,18,,,,23.5,g,not recorded,,,,,,,,,LW,10,July,2024,
112825,MVZ:Mamm:112825,Peromyscus boylii rowleyi,Carl B. Koford,Baja California,,"La Grulla, Sierra San Pedro Martir",Carl B. Koford 426,6 Jul 1949,"skin, study; skull",male,193,103,22,18,,,,23.5,g,not recorded,,,,,,,,,LW,10,July,2024,
38142,MVZ:Mamm:38142,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Laguana Hanson, Sierra Juarez",Chester C. Lamb 6254,6 Oct 1926,"skin, study; skull",female,183,91,22,14,,,,26.2,g,not recorded,,,,,,,,,LW,10,July,2024,
38143,MVZ:Mamm:38143,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Laguana Hanson, Sierra Juarez",Chester C. Lamb 6266,7 Oct 1926,"skin, study; skull",male,195,101,21,15,,,,21,g,not recorded,,,,,,,,,LW,10,July,2024,
38144,MVZ:Mamm:38144,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Laguana Hanson, Sierra Juarez",Chester C. Lamb 6279,8 Oct 1926,"skin, study; skull",male,144,53,22,16,,,,24,g,not recorded,,,,,,,,,LW,10,July,2024,
38145,MVZ:Mamm:38145,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Laguana Hanson, Sierra Juarez",Chester C. Lamb 6280,8 Oct 1926,"skin, study; skull",male,190,104,22,15,,,,23.5,g,not recorded,,,,,,,,,LW,10,July,2024,
38146,MVZ:Mamm:38146,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Laguana Hanson, Sierra Juarez",Chester C. Lamb 6292,9 Oct 1926,"skin, study; skull",female,150,73,21,14,,,,14.5,,not recorded,,,,,,,,,LW,10,July,2024,
38147,MVZ:Mamm:38147,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Laguana Hanson, Sierra Juarez",Chester C. Lamb 6308,11 Oct 1926,"skin, study; skull",female,180,97,22,18,,,,19.5,g,not recorded,,,,,,,,,LW,10,July,2024,
38148,MVZ:Mamm:38148,Peromyscus boylii rowleyi,Chester C. Lamb,Baja California,,"Laguana Hanson, Sierra Juarez",Chester C. Lamb 6346,13 Oct 1926,"skin, study; skull",male,193,100,21,14,,,,22.3,g,not recorded,,,,,,,,,LW,10,July,2024,
